team_id,window,games,win,opp,modal_h100,distinct400,subs,from_,cows,sheep,geese,straw,wheat,melon,carrot,tomato,hands,care,fert,money,team_name,rank,group,o
16690867,C0,50,0.9,2177.8035472544616,0.24,1.0,1,09-13,7.0,4.5,1.0,31.0,131.5,13.0,39.0,8.0,12.0,247.0,192.5,108796.0,HowardLeeTW,13,top,5
16640467,F,50,0.96,1717.8573864215505,0.94,0.24,2,09-12,8.0,6.0,3.0,33.0,163.0,12.0,31.0,0.0,12.0,417.0,99.5,105853.5,Catalyst,14,top,0
16640467,Q1,50,0.88,2235.4258146614043,1.0,0.24,2,09-12,8.0,6.0,3.0,33.0,163.0,12.0,31.0,0.0,12.0,399.0,101.0,98465.5,Catalyst,14,top,1
16640467,Q2,50,0.58,2889.710753992718,0.98,0.36,2,09-13,8.0,6.0,3.0,33.0,163.0,12.0,31.0,0.0,12.0,388.0,105.5,102791.0,Catalyst,14,top,2
16640467,Q3,50,0.9,2532.009346170304,0.86,0.64,2,09-14,8.0,6.0,3.0,33.0,162.0,12.0,31.0,0.0,12.0,389.0,119.0,100971.0,Catalyst,14,top,3
16640467,L,50,0.58,2956.319803413494,0.78,0.76,2,09-14,8.0,6.0,3.0,33.0,162.0,12.0,31.0,0.0,12.0,388.0,116.0,101563.5,Catalyst,14,top,4
16640467,C0,50,0.94,2196.3589518112303,0.86,0.72,1,09-14,8.0,6.0,3.0,33.0,162.0,12.0,31.0,0.0,12.0,389.0,121.0,102170.5,Catalyst,14,top,5
16805699,F,50,0.86,1671.6446143545857,1.0,0.18,2,09-04,9.0,9.0,0.0,33.0,195.0,12.0,9.0,0.0,12.0,384.0,75.0,91116.0,feel the agi,15,top,0
16805699,Q1,50,0.8,2533.1657427497685,1.0,0.64,1,09-06,10.0,4.5,3.0,33.0,189.0,12.0,9.0,0.0,12.0,380.0,75.0,98713.5,feel the agi,15,top,1
16805699,Q2,50,0.68,2050.878922079399,0.98,0.98,2,09-09,7.5,4.0,3.0,33.0,127.5,12.0,9.0,0.0,12.0,399.0,140.5,99645.0,feel the agi,15,top,2
16805699,Q3,2,0.5,3087.43351500147,1.0,1.0,1,09-11,7.5,21.0,2.0,25.5,163.0,12.0,9.5,0.0,13.0,516.0,142.0,137192.0,feel the agi,15,top,3
16805699,L,50,0.7,2854.3960918476782,1.0,1.0,2,09-14,6.0,3.5,6.0,28.5,160.0,12.0,10.5,0.0,12.0,365.5,164.0,102100.5,feel the agi,15,top,4
16805699,C0,50,0.9,2144.3903134736147,1.0,0.98,1,09-10,7.0,3.0,5.0,29.0,148.5,12.0,0.0,0.0,13.0,394.5,163.0,117751.0,feel the agi,15,top,5
16723379,C0,50,0.9,2127.993246411712,0.94,0.76,1,09-14,6.0,6.0,3.0,33.0,163.0,12.0,31.0,0.0,12.0,417.0,114.0,105971.0,local,16,gold,5
16706321,C0,50,0.96,2202.592017652675,0.96,0.92,1,09-15,8.0,6.0,3.0,33.0,163.0,12.0,31.0,0.0,12.0,382.0,116.5,102415.0,lumen,17,gold,5
16731275,C0,50,0.88,2220.2010409233253,0.96,0.88,1,09-14,7.5,7.5,3.0,33.0,154.5,12.0,40.0,0.0,12.0,400.0,124.5,103596.5,carbonapi,19,gold,5
16633178,C0,50,0.9,2320.692498906087,0.98,0.6,1,09-14,8.0,6.0,3.0,33.0,162.0,12.0,31.0,0.0,12.0,416.0,106.0,110421.5,Cow Boy,20,gold,5
16882725,C0,50,0.84,2058.3190368563833,0.24,1.0,1,09-13,6.0,5.5,4.0,32.0,101.0,14.0,22.5,3.5,14.0,333.0,153.0,106327.0,Ebi,21,gold,5
16773026,F,50,0.64,1727.8740874888788,0.9,0.18,1,09-01,11.0,4.0,0.0,38.0,187.0,12.0,6.0,0.0,12.0,333.0,62.0,89460.0,アルモンド,22,top,0
16773026,Q1,50,0.62,1469.2136871269163,0.88,0.4,3,09-07,8.5,5.0,0.0,38.0,187.0,12.0,6.0,0.0,12.0,333.0,62.0,89759.5,アルモンド,22,top,1
16773026,Q2,50,0.82,1500.5649326170387,0.78,0.34,3,09-09,8.0,6.0,3.0,33.0,163.0,12.0,31.0,0.0,12.0,417.0,61.0,98475.0,アルモンド,22,top,2
16773026,L,50,0.68,2896.1933272192427,0.86,1.0,2,09-14,8.0,6.0,3.0,33.0,135.0,15.0,46.0,0.0,12.0,410.0,143.0,98458.0,アルモンド,22,top,4
16773026,C0,50,0.92,2200.4054609718273,0.9,0.98,1,09-14,8.0,6.0,3.0,33.0,127.5,15.0,52.0,0.0,12.0,410.0,144.0,100353.0,アルモンド,22,top,5
16728071,C0,50,0.92,2037.058413432613,0.5,0.98,1,09-14,7.0,3.0,2.0,34.0,172.0,12.0,21.5,7.0,11.0,301.0,151.5,107738.0,AI是我的豆包,23,gold,5
16684093,C0,50,0.94,2292.72005643758,1.0,0.62,1,09-15,8.0,6.0,3.0,33.0,163.0,12.0,31.0,0.0,12.0,362.5,105.0,109297.0,fog flower,24,gold,5
16760569,F,50,0.64,1100.9475540541055,0.94,1.0,1,08-27,9.0,8.0,4.0,40.0,153.0,24.0,10.0,0.0,15.0,318.0,76.0,98829.0,Otter Vibe,25,top,0
16760569,Q1,50,0.72,1425.1513853489264,0.86,1.0,2,09-02,8.0,2.0,0.0,31.0,168.5,11.0,2.0,0.0,13.0,267.5,62.0,108394.5,Otter Vibe,25,top,1
16760569,Q2,50,0.58,2478.182162135239,0.48,1.0,2,09-09,7.0,7.0,7.0,27.5,101.5,15.0,31.0,15.5,14.0,385.0,189.5,106307.0,Otter Vibe,25,top,2
16760569,Q3,26,0.5,3003.5764438428055,0.6538461538461539,1.0,1,09-11,8.0,6.0,5.0,27.0,107.5,16.0,33.0,14.0,15.0,377.5,185.0,104153.0,Otter Vibe,25,top,3
16760569,L,50,0.58,2950.0618717084167,0.36,1.0,1,09-14,7.0,6.5,6.0,23.5,104.5,15.0,29.0,20.5,14.5,368.5,188.0,100311.5,Otter Vibe,25,top,4
16760569,C0,50,0.98,2155.529068356367,0.5,1.0,1,09-08,7.0,7.0,6.0,23.0,103.5,16.0,30.5,17.5,15.0,359.5,193.5,106756.5,Otter Vibe,25,top,5
16848479,C0,50,0.94,2215.668248397346,0.98,0.72,1,09-14,6.5,6.0,3.0,33.0,163.0,12.0,31.0,0.0,12.0,405.0,116.5,102002.0,nilochan,26,gold,5
16641710,C0,50,0.94,2183.0937716789767,0.96,0.9,1,09-14,8.0,6.0,3.0,33.0,163.0,12.0,31.0,1.0,12.0,358.5,101.0,100857.0,yjshyfy,27,gold,5
16845367,F,50,0.54,1386.8598580049188,0.56,1.0,1,09-09,7.0,6.0,0.0,39.5,105.5,20.0,27.5,5.5,12.0,367.0,111.0,100074.5,kyy666,28,gold,0
16845367,L,50,0.6,2879.6679930740565,0.62,0.84,2,09-14,6.0,6.0,3.0,33.0,163.0,12.0,31.0,0.0,12.0,403.0,110.0,93802.0,kyy666,28,gold,4
16845367,C0,50,0.94,2173.139026619005,1.0,0.72,1,09-14,8.0,6.0,3.0,33.0,163.0,12.0,31.0,0.0,12.0,397.0,116.0,109057.5,kyy666,28,gold,5
16781445,F,50,0.42,618.0720243643623,0.32,0.98,1,09-02,13.0,8.0,0.0,39.5,145.0,12.0,163.0,0.0,11.0,236.0,93.0,66872.5,𝕯𝖊𝖔𝖉𝖎𝖒𝖘 & 𝕮𝖔,29,silver,0
16781445,Q3,3,0.0,2948.4160980414927,0.6666666666666666,1.0,1,09-14,8.0,6.0,3.0,33.0,163.0,12.0,31.0,0.0,12.0,405.0,119.0,84694.0,𝕯𝖊𝖔𝖉𝖎𝖒𝖘 & 𝕮𝖔,29,silver,3
16781445,L,50,0.54,2908.565265927933,1.0,0.72,2,09-14,8.0,6.0,3.0,33.0,163.0,12.0,31.0,0.0,12.0,405.0,113.0,102715.5,𝕯𝖊𝖔𝖉𝖎𝖒𝖘 & 𝕮𝖔,29,silver,4
16781445,C0,50,0.96,2245.8093410156243,1.0,0.68,1,09-14,8.0,6.0,3.0,33.0,163.0,12.0,31.0,0.0,12.0,405.0,110.5,103297.0,𝕯𝖊𝖔𝖉𝖎𝖒𝖘 & 𝕮𝖔,29,silver,5
16732521,F,50,0.82,1125.0564389855745,0.88,0.54,1,08-26,11.0,4.0,0.0,41.0,132.0,11.0,20.0,0.0,15.0,343.0,80.0,83125.0,redblackbst,31,top,0
16732521,Q1,50,0.36,1884.5020489905232,0.88,0.16,2,09-03,9.0,5.0,0.0,38.0,187.0,12.0,6.0,0.0,12.0,333.0,62.0,77714.5,redblackbst,31,top,1
16732521,Q2,50,0.44,1941.5867712521242,1.0,0.22,1,09-08,9.0,7.0,2.0,33.0,195.0,12.0,9.0,0.0,12.0,376.0,75.0,80478.0,redblackbst,31,top,2
16732521,Q3,5,0.6,3005.5335198106086,1.0,1.0,2,09-11,8.0,2.0,0.0,33.0,163.0,12.0,38.0,0.0,11.0,357.0,77.0,93761.0,redblackbst,31,top,3
16732521,L,50,0.64,2947.591915159002,0.68,1.0,1,09-14,7.0,4.0,4.5,32.0,162.0,13.0,42.0,1.0,11.0,334.5,87.5,106054.5,redblackbst,31,top,4
16732521,C0,50,0.92,2227.258170791134,0.94,0.98,1,09-14,7.0,5.0,2.0,32.0,162.0,13.0,44.0,1.0,12.0,344.0,86.5,101342.5,redblackbst,31,top,5
16778640,F,50,0.5,821.5374975768946,0.48,1.0,1,09-03,5.0,8.0,0.0,39.0,107.0,15.0,11.0,1.0,12.0,470.5,76.0,79794.0,Kilupy,32,silver,0
16778640,L,50,0.58,2872.3860084523276,0.94,0.76,2,09-14,8.0,6.0,3.0,33.0,163.0,12.0,31.0,0.0,12.0,405.0,106.0,94845.5,Kilupy,32,silver,4
16778640,C0,50,0.9,2319.3023404657342,0.96,0.76,1,09-14,8.0,6.0,3.0,33.0,162.0,12.0,31.0,0.0,12.0,405.0,110.0,101670.0,Kilupy,32,silver,5
16644724,F,50,0.56,952.2556960261976,0.78,0.72,2,07-31,12.0,0.0,0.0,0.5,8.5,14.0,0.0,0.0,10.0,239.5,0.0,68557.5,Kaggriculture Agent,35,silver,0
16644724,L,50,0.8,2690.1668594822004,0.5,0.74,2,09-14,7.5,5.0,4.0,33.0,153.0,12.0,41.0,0.0,12.0,406.0,117.0,95476.0,Kaggriculture Agent,35,silver,4
16644724,C0,50,0.9,2250.5461043373157,0.46,0.54,1,09-14,8.0,6.0,3.0,33.0,158.0,12.0,36.0,0.0,12.0,408.0,116.0,99096.0,Kaggriculture Agent,35,silver,5
16725899,F,50,0.9,1549.1954422384392,1.0,0.24,1,08-15,10.0,4.0,0.0,34.0,127.0,20.0,6.0,0.0,12.0,318.0,64.0,89718.0,Zhenghongshuang,36,silver,0
16725899,L,50,0.54,2536.947913650502,0.98,0.64,2,09-14,8.0,6.0,3.0,33.0,163.0,12.0,31.0,0.0,12.0,400.0,81.0,99818.0,Zhenghongshuang,36,silver,4
16725899,C0,50,0.96,2153.240169203049,0.98,0.66,1,09-14,8.0,6.0,3.0,33.0,155.5,12.0,38.0,0.0,12.0,356.5,113.0,100891.5,Zhenghongshuang,36,silver,5
16811307,F,50,0.88,1495.893304376575,0.88,0.2,1,09-04,8.0,9.0,0.0,34.0,194.0,12.0,9.0,0.0,12.0,373.0,75.0,93357.0,elmo,38,silver,0
16811307,L,50,0.7,2837.7229540736694,0.9,0.68,2,09-14,8.0,6.0,3.0,33.0,162.0,12.0,31.0,0.0,12.0,405.0,116.0,91041.5,elmo,38,silver,4
16811307,C0,50,0.92,2184.519865679418,0.96,0.68,1,09-14,7.0,6.0,3.0,33.0,158.0,12.0,35.0,0.0,12.0,405.0,112.5,106007.5,elmo,38,silver,5
16719123,F,50,0.86,1754.312444758231,1.0,0.28,1,08-13,10.0,4.0,0.0,34.0,127.0,20.0,6.0,0.0,12.0,318.0,64.0,94519.5,Thomas Tschinkel,41,top,0
16719123,Q1,50,0.76,1746.891781941987,0.5,0.52,2,08-24,11.0,4.0,0.0,39.5,133.5,11.0,19.5,0.0,15.0,343.0,80.0,81245.0,Thomas Tschinkel,41,top,1
16719123,Q2,50,0.62,2021.7137579594412,0.46,1.0,3,09-03,7.0,4.0,0.0,33.0,124.5,11.0,15.0,3.5,12.0,278.5,135.5,99503.0,Thomas Tschinkel,41,top,2
16719123,L,50,0.68,2814.7138325078536,1.0,0.86,2,09-14,8.0,6.0,3.0,33.0,163.0,12.0,31.0,0.0,12.0,417.0,114.0,97730.5,Thomas Tschinkel,41,top,4
16719123,C0,50,0.9,2239.4381837955325,1.0,0.7,1,09-14,8.0,6.0,3.0,33.0,163.0,12.0,31.0,0.0,12.0,405.0,121.0,93960.0,Thomas Tschinkel,41,top,5
16758882,F,50,0.54,1448.0523988026835,0.98,0.4,1,08-22,9.0,3.0,0.0,36.0,148.0,11.0,0.0,0.0,12.0,246.0,72.0,97769.0,mtmr_s1,45,silver,0
16758882,Q3,10,0.2,2953.911552100376,1.0,0.2,1,09-10,8.0,6.0,3.0,33.0,163.0,12.0,31.0,0.0,11.0,417.0,61.0,104898.0,mtmr_s1,45,silver,3
16758882,L,50,0.68,2870.049028387751,1.0,0.88,2,09-14,9.0,6.0,3.0,33.0,155.0,12.0,42.5,0.0,13.0,405.0,122.0,105095.5,mtmr_s1,45,silver,4
16758882,C0,50,0.94,2156.914521115211,1.0,1.0,1,09-14,8.0,6.0,3.0,33.0,148.5,12.0,50.0,0.0,12.0,398.0,127.5,101994.5,mtmr_s1,45,silver,5
16633100,F,50,0.68,1711.67565987782,1.0,0.12,1,08-03,8.0,6.0,0.0,44.0,66.0,21.0,0.0,0.0,12.0,308.0,107.0,118749.0,Emile Andrieu,46,silver,0
16633100,Q1,25,0.36,3011.0843525706127,1.0,0.28,1,08-15,10.0,4.0,0.0,34.0,127.0,20.0,6.0,0.0,12.0,318.0,64.0,94274.0,Emile Andrieu,46,silver,1
16633100,L,50,0.64,2802.8571258017196,0.98,0.94,2,09-14,8.0,6.0,3.0,33.0,156.0,12.0,38.0,0.0,12.0,424.0,110.5,93072.0,Emile Andrieu,46,silver,4
16633100,C0,50,0.86,2204.4261970611064,0.98,0.84,1,09-14,8.0,6.0,3.0,33.0,166.0,12.0,28.0,0.0,12.0,440.0,113.5,102305.0,Emile Andrieu,46,silver,5
16622198,F,50,0.48,810.8379580066431,0.46,1.0,2,07-30,0.0,0.0,0.0,5.0,82.0,18.0,84.5,17.5,10.0,0.0,0.0,38584.0,THUNDER THUNDER,49,silver,0
16622198,Q3,6,0.0,2870.745166255405,1.0,1.0,1,09-08,10.0,8.0,2.0,33.0,118.0,13.0,48.0,4.0,12.0,335.5,164.5,75254.5,THUNDER THUNDER,49,silver,3
16622198,L,50,0.6,2797.874991231082,0.86,1.0,2,09-14,8.0,8.0,2.0,34.0,130.5,13.0,50.5,4.5,12.0,289.0,178.5,106105.0,THUNDER THUNDER,49,silver,4
16622198,C0,50,0.9,2010.737209418739,0.88,1.0,1,09-11,9.0,3.0,2.0,33.0,145.0,13.0,21.0,5.0,12.0,301.5,182.0,101158.0,THUNDER THUNDER,49,silver,5
16858228,F,50,0.86,1660.4485784990832,0.98,0.08,2,09-09,8.0,6.0,3.0,33.0,163.0,12.0,31.0,0.0,11.0,417.0,61.0,95556.0,doubao,72,silver,0
16858228,Q3,9,1.0,1045.6167826744431,1.0,1.0,1,09-13,6.0,6.0,3.0,33.0,163.0,12.0,31.0,0.0,12.0,400.0,109.0,86756.0,doubao,72,silver,3
16858228,L,50,0.4,2700.8775970184597,0.5,0.86,2,09-14,8.0,6.0,3.0,33.0,163.0,12.0,31.0,0.0,12.0,414.0,108.0,101211.0,doubao,72,silver,4
16858228,C0,50,0.88,2074.377073492555,0.98,0.76,1,09-13,8.0,6.0,3.0,33.0,163.0,12.0,31.0,0.0,12.0,400.0,123.5,110695.0,doubao,72,silver,5
16833141,F,50,0.62,916.1815691078,0.42,0.76,2,09-05,7.5,9.0,0.0,33.0,142.0,12.0,13.0,0.0,13.0,312.0,142.0,82039.0,yomogii,74,silver,0
16833141,L,50,0.74,2817.0151479857764,0.9,0.76,2,09-14,8.0,6.0,3.0,33.0,163.0,12.0,31.0,0.0,11.0,403.0,108.5,98686.5,yomogii,74,silver,4
16833141,C0,50,0.94,2134.544654809724,0.76,0.82,1,09-14,6.5,6.0,3.0,33.0,163.0,12.0,31.0,0.0,12.0,403.0,108.0,102744.5,yomogii,74,silver,5
16777134,F,50,0.86,1435.0972898195425,0.94,0.44,1,08-26,11.0,4.0,0.0,41.0,134.0,11.0,20.0,0.0,15.0,343.0,80.0,90280.5,Tom&Jerry,75,silver,0
16777134,L,50,0.62,2837.432950038827,0.94,0.72,2,09-14,8.0,6.0,3.0,33.0,162.0,12.0,31.0,0.0,12.0,405.0,117.0,90407.5,Tom&Jerry,75,silver,4
16777134,C0,50,0.92,2204.3238211498965,0.96,0.74,1,09-14,6.0,6.0,3.0,33.0,162.0,12.0,31.0,0.0,12.0,405.0,110.0,106862.0,Tom&Jerry,75,silver,5
16891058,C0,50,0.9,2180.854911466231,1.0,0.74,1,09-15,8.0,6.0,3.0,33.0,162.0,12.0,31.0,0.0,12.0,405.0,117.0,103187.0,Navier-stokes,120,silver,5
